Report for set: PZ15reconstruct
Processed 74 / 74 models (missing solution for 0 models)
========================================================================================================================
Model                                              Solution                                           Status          Details                       
------------------------------------------------------------------------------------------------------------------------
PZ15reconstruct_3dRNAAS2_10_refined.pdb            PZ15reconstruct_3dRNAAS2_10_solution.pdb           SUCCESS         14.55                         
PZ15reconstruct_3dRNAAS2_1_refined.pdb             PZ15reconstruct_3dRNAAS2_1_solution.pdb            SUCCESS         14.244                        
PZ15reconstruct_3dRNAAS2_2_refined.pdb             PZ15reconstruct_3dRNAAS2_2_solution.pdb            SUCCESS         14.768                        
PZ15reconstruct_3dRNAAS2_3_refined.pdb             PZ15reconstruct_3dRNAAS2_3_solution.pdb            SUCCESS         14.576                        
PZ15reconstruct_3dRNAAS2_4_refined.pdb             PZ15reconstruct_3dRNAAS2_4_solution.pdb            SUCCESS         14.805                        
PZ15reconstruct_3dRNAAS2_5_refined.pdb             PZ15reconstruct_3dRNAAS2_5_solution.pdb            SUCCESS         14.714                        
PZ15reconstruct_3dRNAAS2_6_refined.pdb             PZ15reconstruct_3dRNAAS2_6_solution.pdb            SUCCESS         14.513                        
PZ15reconstruct_3dRNAAS2_7_refined.pdb             PZ15reconstruct_3dRNAAS2_7_solution.pdb            SUCCESS         14.697                        
PZ15reconstruct_3dRNAAS2_8_refined.pdb             PZ15reconstruct_3dRNAAS2_8_solution.pdb            SUCCESS         13.896                        
PZ15reconstruct_3dRNAAS2_9_refined.pdb             PZ15reconstruct_3dRNAAS2_9_solution.pdb            SUCCESS         14.661                        
PZ15reconstruct_Adamiak_10_refined.pdb             PZ15reconstruct_Adamiak_10_solution.pdb            SUCCESS         80.367                        
PZ15reconstruct_Adamiak_1_refined.pdb              PZ15reconstruct_Adamiak_1_solution.pdb             SUCCESS         43.865                        
PZ15reconstruct_Adamiak_2_refined.pdb              PZ15reconstruct_Adamiak_2_solution.pdb             SUCCESS         66.539                        
PZ15reconstruct_Adamiak_3_refined.pdb              PZ15reconstruct_Adamiak_3_solution.pdb             SUCCESS         65.465                        
PZ15reconstruct_Adamiak_4_refined.pdb              PZ15reconstruct_Adamiak_4_solution.pdb             SUCCESS         55.352                        
PZ15reconstruct_Adamiak_5_refined.pdb              PZ15reconstruct_Adamiak_5_solution.pdb             SUCCESS         49.901                        
